accuracy,balanced_accuracy,fold,macro_f1,task,weighted_f1
0.6763371537726839,0.26468453581437046,1,0.2528602452733107,S6,0.6715094313527158
0.6882460696096785,0.29099428967840363,2,0.27680666520573066,S6,0.6825480633263391
0.6655103268498095,0.32320003860990537,3,0.2933756085388324,S6,0.6741262160475611
0.6569364851957975,0.48177331689351405,1,0.457082795711599,S3,0.6740089563239121
0.657588018600157,0.521894661713698,2,0.48484898280404226,S3,0.6796948692691517
0.6334870663725687,0.5496260154759501,3,0.4883176948789852,S3,0.6639465145952032
0.76514247055078,0.6648316385597005,1,0.6317775537115287,S2,0.7835608953362834
0.7950560621615637,0.6634466098511634,2,0.6421600370339463,S2,0.8066249687191688
0.7810106276318428,0.6858154496676873,3,0.647366502940575,S2,0.7991325289083402
