family,fold,project,partition,task,class,count
within_project,3,JDT,TRAINING,S6,normal,25216
within_project,3,JDT,TRAINING,S6,minor,2061
within_project,3,JDT,TRAINING,S6,trivial,626
within_project,3,JDT,TRAINING,S3,HIGH,3942
within_project,3,JDT,TRAINING,S3,MEDIUM,25216
within_project,3,JDT,TRAINING,S3,LOW,2687
within_project,3,JDT,TRAINING,S2,HIGH_IMPACT,3942
within_project,3,JDT,TRAINING,S2,LOWER_IMPACT,27903
within_project,3,JDT,VALIDATION,S6,blocker,71
within_project,3,JDT,VALIDATION,S6,critical,213
within_project,3,JDT,VALIDATION,S6,major,844
within_project,3,JDT,VALIDATION,S6,normal,7911
within_project,3,JDT,VALIDATION,S6,minor,789
within_project,3,JDT,VALIDATION,S6,trivial,288
within_project,3,JDT,VALIDATION,S3,HIGH,1128
within_project,3,JDT,VALIDATION,S3,MEDIUM,7911
within_project,3,JDT,VALIDATION,S3,LOW,1077
within_project,3,JDT,VALIDATION,S2,HIGH_IMPACT,1128
within_project,3,JDT,VALIDATION,S2,LOWER_IMPACT,8988
within_project,3,PDE,TRAINING,S6,blocker,114
within_project,3,PDE,TRAINING,S6,critical,305
within_project,3,PDE,TRAINING,S6,major,788
within_project,3,PDE,TRAINING,S6,normal,7691
within_project,3,PDE,TRAINING,S6,minor,341
within_project,3,PDE,TRAINING,S6,trivial,116
within_project,3,PDE,TRAINING,S3,HIGH,1207
within_project,3,PDE,TRAINING,S3,MEDIUM,7691
within_project,3,PDE,TRAINING,S3,LOW,457
within_project,3,PDE,TRAINING,S2,HIGH_IMPACT,1207
within_project,3,PDE,TRAINING,S2,LOWER_IMPACT,8148
within_project,3,PDE,VALIDATION,S6,blocker,12
within_project,3,PDE,VALIDATION,S6,critical,63
within_project,3,PDE,VALIDATION,S6,major,338
within_project,3,PDE,VALIDATION,S6,normal,2432
within_project,3,PDE,VALIDATION,S6,minor,118
within_project,3,PDE,VALIDATION,S6,trivial,82
within_project,3,PDE,VALIDATION,S3,HIGH,413
within_project,3,PDE,VALIDATION,S3,MEDIUM,2432
within_project,3,PDE,VALIDATION,S3,LOW,200
within_project,3,PDE,VALIDATION,S2,HIGH_IMPACT,413
within_project,3,PDE,VALIDATION,S2,LOWER_IMPACT,2632
within_project,3,PAPYRUS,TRAINING,S6,blocker,81
within_project,3,PAPYRUS,TRAINING,S6,critical,246
within_project,3,PAPYRUS,TRAINING,S6,major,787
within_project,3,PAPYRUS,TRAINING,S6,normal,5103
within_project,3,PAPYRUS,TRAINING,S6,minor,248
within_project,3,PAPYRUS,TRAINING,S6,trivial,81
within_project,3,PAPYRUS,TRAINING,S3,HIGH,1114
within_project,3,PAPYRUS,TRAINING,S3,MEDIUM,5103
within_project,3,PAPYRUS,TRAINING,S3,LOW,329
within_project,3,PAPYRUS,TRAINING,S2,HIGH_IMPACT,1114
within_project,3,PAPYRUS,TRAINING,S2,LOWER_IMPACT,5432
within_project,3,PAPYRUS,VALIDATION,S6,blocker,20
within_project,3,PAPYRUS,VALIDATION,S6,critical,68
within_project,3,PAPYRUS,VALIDATION,S6,major,189
within_project,3,PAPYRUS,VALIDATION,S6,normal,1804
within_project,3,PAPYRUS,VALIDATION,S6,minor,58
within_project,3,PAPYRUS,VALIDATION,S6,trivial,27
within_project,3,PAPYRUS,VALIDATION,S3,HIGH,277
within_project,3,PAPYRUS,VALIDATION,S3,MEDIUM,1804
within_project,3,PAPYRUS,VALIDATION,S3,LOW,85
within_project,3,PAPYRUS,VALIDATION,S2,HIGH_IMPACT,277
within_project,3,PAPYRUS,VALIDATION,S2,LOWER_IMPACT,1889
within_project,3,PLATFORM,TRAINING,S6,blocker,1015
within_project,3,PLATFORM,TRAINING,S6,critical,2582
within_project,3,PLATFORM,TRAINING,S6,major,6904
within_project,3,PLATFORM,TRAINING,S6,normal,49717
within_project,3,PLATFORM,TRAINING,S6,minor,2744
within_project,3,PLATFORM,TRAINING,S6,trivial,1119
within_project,3,PLATFORM,TRAINING,S3,HIGH,10501
within_project,3,PLATFORM,TRAINING,S3,MEDIUM,49717
within_project,3,PLATFORM,TRAINING,S3,LOW,3863
within_project,3,PLATFORM,TRAINING,S2,HIGH_IMPACT,10501
within_project,3,PLATFORM,TRAINING,S2,LOWER_IMPACT,53580
within_project,3,PLATFORM,VALIDATION,S6,blocker,218
within_project,3,PLATFORM,VALIDATION,S6,critical,805
within_project,3,PLATFORM,VALIDATION,S6,major,2211
within_project,3,PLATFORM,VALIDATION,S6,normal,15856
within_project,3,PLATFORM,VALIDATION,S6,minor,1085
within_project,3,PLATFORM,VALIDATION,S6,trivial,499
within_project,3,PLATFORM,VALIDATION,S3,HIGH,3234
within_project,3,PLATFORM,VALIDATION,S3,MEDIUM,15856
within_project,3,PLATFORM,VALIDATION,S3,LOW,1584
within_project,3,PLATFORM,VALIDATION,S2,HIGH_IMPACT,3234
within_project,3,PLATFORM,VALIDATION,S2,LOWER_IMPACT,17440
within_project,3,TPTP,TRAINING,S6,blocker,301
within_project,3,TPTP,TRAINING,S6,critical,522
within_project,3,TPTP,TRAINING,S6,major,1079
within_project,3,TPTP,TRAINING,S6,normal,3616
within_project,3,TPTP,TRAINING,S6,minor,137
within_project,3,TPTP,TRAINING,S6,trivial,19
within_project,3,TPTP,TRAINING,S3,HIGH,1902
within_project,3,TPTP,TRAINING,S3,MEDIUM,3616
within_project,3,TPTP,TRAINING,S3,LOW,156
within_project,3,TPTP,TRAINING,S2,HIGH_IMPACT,1902
within_project,3,TPTP,TRAINING,S2,LOWER_IMPACT,3772
within_project,3,TPTP,VALIDATION,S6,blocker,153
within_project,3,TPTP,VALIDATION,S6,critical,309
within_project,3,TPTP,VALIDATION,S6,major,388
within_project,3,TPTP,VALIDATION,S6,normal,955
within_project,3,TPTP,VALIDATION,S6,minor,16
within_project,3,TPTP,VALIDATION,S6,trivial,4
within_project,3,TPTP,VALIDATION,S3,HIGH,850
within_project,3,TPTP,VALIDATION,S3,MEDIUM,955
within_project,3,TPTP,VALIDATION,S3,LOW,20
within_project,3,TPTP,VALIDATION,S2,HIGH_IMPACT,850
within_project,3,TPTP,VALIDATION,S2,LOWER_IMPACT,975
pooled,1,BIRT,TRAINING,S6,blocker,164
pooled,1,BIRT,TRAINING,S6,critical,248
pooled,1,BIRT,TRAINING,S6,major,726
pooled,1,BIRT,TRAINING,S6,normal,2832
pooled,1,BIRT,TRAINING,S6,minor,202
pooled,1,BIRT,TRAINING,S6,trivial,54
pooled,1,BIRT,TRAINING,S3,HIGH,1138
pooled,1,BIRT,TRAINING,S3,MEDIUM,2832
pooled,1,BIRT,TRAINING,S3,LOW,256
pooled,1,BIRT,TRAINING,S2,HIGH_IMPACT,1138
pooled,1,BIRT,TRAINING,S2,LOWER_IMPACT,3088
pooled,1,BIRT,VALIDATION,S6,blocker,161
pooled,1,BIRT,VALIDATION,S6,critical,209
pooled,1,BIRT,VALIDATION,S6,major,631
pooled,1,BIRT,VALIDATION,S6,normal,3096
pooled,1,BIRT,VALIDATION,S6,minor,88
pooled,1,BIRT,VALIDATION,S6,trivial,8
pooled,1,BIRT,VALIDATION,S3,HIGH,1001
pooled,1,BIRT,VALIDATION,S3,MEDIUM,3096
pooled,1,BIRT,VALIDATION,S3,LOW,96
pooled,1,BIRT,VALIDATION,S2,HIGH_IMPACT,1001
pooled,1,BIRT,VALIDATION,S2,LOWER_IMPACT,3192
pooled,1,MYLYN,TRAINING,S6,blocker,41
pooled,1,MYLYN,TRAINING,S6,critical,56
pooled,1,MYLYN,TRAINING,S6,major,147
pooled,1,MYLYN,TRAINING,S6,normal,1461
pooled,1,MYLYN,TRAINING,S6,minor,198
pooled,1,MYLYN,TRAINING,S6,trivial,31
pooled,1,MYLYN,TRAINING,S3,HIGH,244
pooled,1,MYLYN,TRAINING,S3,MEDIUM,1461
pooled,1,MYLYN,TRAINING,S3,LOW,229
pooled,1,MYLYN,TRAINING,S2,HIGH_IMPACT,244
pooled,1,MYLYN,TRAINING,S2,LOWER_IMPACT,1690
pooled,1,MYLYN,VALIDATION,S6,blocker,34
pooled,1,MYLYN,VALIDATION,S6,critical,36
pooled,1,MYLYN,VALIDATION,S6,major,121
pooled,1,MYLYN,VALIDATION,S6,normal,1291
pooled,1,MYLYN,VALIDATION,S6,minor,324
pooled,1,MYLYN,VALIDATION,S6,trivial,85
pooled,1,MYLYN,VALIDATION,S3,HIGH,191
pooled,1,MYLYN,VALIDATION,S3,MEDIUM,1291
pooled,1,MYLYN,VALIDATION,S3,LOW,409
pooled,1,MYLYN,VALIDATION,S2,HIGH_IMPACT,191
pooled,1,MYLYN,VALIDATION,S2,LOWER_IMPACT,1700
pooled,1,CDT,TRAINING,S6,blocker,63
pooled,1,CDT,TRAINING,S6,critical,118
pooled,1,CDT,TRAINING,S6,major,553
pooled,1,CDT,TRAINING,S6,normal,3019
pooled,1,CDT,TRAINING,S6,minor,158
pooled,1,CDT,TRAINING,S6,trivial,30
pooled,1,CDT,TRAINING,S3,HIGH,734
pooled,1,CDT,TRAINING,S3,MEDIUM,3019
pooled,1,CDT,TRAINING,S3,LOW,188
pooled,1,CDT,TRAINING,S2,HIGH_IMPACT,734
pooled,1,CDT,TRAINING,S2,LOWER_IMPACT,3207
pooled,1,CDT,VALIDATION,S6,blocker,75
pooled,1,CDT,VALIDATION,S6,critical,127
pooled,1,CDT,VALIDATION,S6,major,425
pooled,1,CDT,VALIDATION,S6,normal,3055
pooled,1,CDT,VALIDATION,S6,minor,181
pooled,1,CDT,VALIDATION,S6,trivial,41
pooled,1,CDT,VALIDATION,S3,HIGH,627
pooled,1,CDT,VALIDATION,S3,MEDIUM,3055
pooled,1,CDT,VALIDATION,S3,LOW,222
pooled,1,CDT,VALIDATION,S2,HIGH_IMPACT,627
pooled,1,CDT,VALIDATION,S2,LOWER_IMPACT,3277
pooled,1,EQUINOX,TRAINING,S6,blocker,63
pooled,1,EQUINOX,TRAINING,S6,critical,108
pooled,1,EQUINOX,TRAINING,S6,major,185
pooled,1,EQUINOX,TRAINING,S6,normal,2203
pooled,1,EQUINOX,TRAINING,S6,minor,51
pooled,1,EQUINOX,TRAINING,S6,trivial,14
pooled,1,EQUINOX,TRAINING,S3,HIGH,356
pooled,1,EQUINOX,TRAINING,S3,MEDIUM,2203
pooled,1,EQUINOX,TRAINING,S3,LOW,65
pooled,1,EQUINOX,TRAINING,S2,HIGH_IMPACT,356
pooled,1,EQUINOX,TRAINING,S2,LOWER_IMPACT,2268
pooled,1,EQUINOX,VALIDATION,S6,blocker,45
pooled,1,EQUINOX,VALIDATION,S6,critical,60
pooled,1,EQUINOX,VALIDATION,S6,major,182
pooled,1,EQUINOX,VALIDATION,S6,normal,2226
pooled,1,EQUINOX,VALIDATION,S6,minor,57
pooled,1,EQUINOX,VALIDATION,S6,trivial,18
pooled,1,EQUINOX,VALIDATION,S3,HIGH,287
pooled,1,EQUINOX,VALIDATION,S3,MEDIUM,2226
pooled,1,EQUINOX,VALIDATION,S3,LOW,75
pooled,1,EQUINOX,VALIDATION,S2,HIGH_IMPACT,287
pooled,1,EQUINOX,VALIDATION,S2,LOWER_IMPACT,2301
pooled,1,JDT,TRAINING,S6,blocker,67
pooled,1,JDT,TRAINING,S6,critical,460
pooled,1,JDT,TRAINING,S6,major,940
pooled,1,JDT,TRAINING,S6,normal,8553
pooled,1,JDT,TRAINING,S6,minor,479
pooled,1,JDT,TRAINING,S6,trivial,116
pooled,1,JDT,TRAINING,S3,HIGH,1467
pooled,1,JDT,TRAINING,S3,MEDIUM,8553
pooled,1,JDT,TRAINING,S3,LOW,595
pooled,1,JDT,TRAINING,S2,HIGH_IMPACT,1467
pooled,1,JDT,TRAINING,S2,LOWER_IMPACT,9148
pooled,1,JDT,VALIDATION,S6,blocker,95
pooled,1,JDT,VALIDATION,S6,critical,254
pooled,1,JDT,VALIDATION,S6,major,823
pooled,1,JDT,VALIDATION,S6,normal,8098
pooled,1,JDT,VALIDATION,S6,minor,710
pooled,1,JDT,VALIDATION,S6,trivial,209
pooled,1,JDT,VALIDATION,S3,HIGH,1172
pooled,1,JDT,VALIDATION,S3,MEDIUM,8098
pooled,1,JDT,VALIDATION,S3,LOW,919
pooled,1,JDT,VALIDATION,S2,HIGH_IMPACT,1172
pooled,1,JDT,VALIDATION,S2,LOWER_IMPACT,9017
pooled,1,PDE,TRAINING,S6,blocker,54
pooled,1,PDE,TRAINING,S6,critical,158
pooled,1,PDE,TRAINING,S6,major,317
pooled,1,PDE,TRAINING,S6,normal,2462
pooled,1,PDE,TRAINING,S6,minor,96
pooled,1,PDE,TRAINING,S6,trivial,31
pooled,1,PDE,TRAINING,S3,HIGH,529
pooled,1,PDE,TRAINING,S3,MEDIUM,2462
pooled,1,PDE,TRAINING,S3,LOW,127
pooled,1,PDE,TRAINING,S2,HIGH_IMPACT,529
pooled,1,PDE,TRAINING,S2,LOWER_IMPACT,2589
pooled,1,PDE,VALIDATION,S6,blocker,35
pooled,1,PDE,VALIDATION,S6,critical,85
pooled,1,PDE,VALIDATION,S6,major,211
pooled,1,PDE,VALIDATION,S6,normal,2517
pooled,1,PDE,VALIDATION,S6,minor,118
pooled,1,PDE,VALIDATION,S6,trivial,37
pooled,1,PDE,VALIDATION,S3,HIGH,331
pooled,1,PDE,VALIDATION,S3,MEDIUM,2517
pooled,1,PDE,VALIDATION,S3,LOW,155
pooled,1,PDE,VALIDATION,S2,HIGH_IMPACT,331
pooled,1,PDE,VALIDATION,S2,LOWER_IMPACT,2672
pooled,1,PAPYRUS,TRAINING,S6,blocker,30
pooled,1,PAPYRUS,TRAINING,S6,critical,96
pooled,1,PAPYRUS,TRAINING,S6,major,263
pooled,1,PAPYRUS,TRAINING,S6,normal,1717
pooled,1,PAPYRUS,TRAINING,S6,minor,59
pooled,1,PAPYRUS,TRAINING,S6,trivial,17
pooled,1,PAPYRUS,TRAINING,S3,HIGH,389
pooled,1,PAPYRUS,TRAINING,S3,MEDIUM,1717
pooled,1,PAPYRUS,TRAINING,S3,LOW,76
pooled,1,PAPYRUS,TRAINING,S2,HIGH_IMPACT,389
pooled,1,PAPYRUS,TRAINING,S2,LOWER_IMPACT,1793
pooled,1,PAPYRUS,VALIDATION,S6,blocker,22
pooled,1,PAPYRUS,VALIDATION,S6,critical,85
pooled,1,PAPYRUS,VALIDATION,S6,major,312
pooled,1,PAPYRUS,VALIDATION,S6,normal,1605
pooled,1,PAPYRUS,VALIDATION,S6,minor,110
pooled,1,PAPYRUS,VALIDATION,S6,trivial,26
pooled,1,PAPYRUS,VALIDATION,S3,HIGH,419
pooled,1,PAPYRUS,VALIDATION,S3,MEDIUM,1605
pooled,1,PAPYRUS,VALIDATION,S3,LOW,136
pooled,1,PAPYRUS,VALIDATION,S2,HIGH_IMPACT,419
pooled,1,PAPYRUS,VALIDATION,S2,LOWER_IMPACT,1741
pooled,1,PLATFORM,TRAINING,S6,blocker,327
pooled,1,PLATFORM,TRAINING,S6,critical,1102
pooled,1,PLATFORM,TRAINING,S6,major,2324
pooled,1,PLATFORM,TRAINING,S6,normal,16668
pooled,1,PLATFORM,TRAINING,S6,minor,740
pooled,1,PLATFORM,TRAINING,S6,trivial,199
pooled,1,PLATFORM,TRAINING,S3,HIGH,3753
pooled,1,PLATFORM,TRAINING,S3,MEDIUM,16668
pooled,1,PLATFORM,TRAINING,S3,LOW,939
pooled,1,PLATFORM,TRAINING,S2,HIGH_IMPACT,3753
pooled,1,PLATFORM,TRAINING,S2,LOWER_IMPACT,17607
pooled,1,PLATFORM,VALIDATION,S6,blocker,326
pooled,1,PLATFORM,VALIDATION,S6,critical,727
pooled,1,PLATFORM,VALIDATION,S6,major,2185
pooled,1,PLATFORM,VALIDATION,S6,normal,15816
pooled,1,PLATFORM,VALIDATION,S6,minor,949
pooled,1,PLATFORM,VALIDATION,S6,trivial,446
pooled,1,PLATFORM,VALIDATION,S3,HIGH,3238
pooled,1,PLATFORM,VALIDATION,S3,MEDIUM,15816
pooled,1,PLATFORM,VALIDATION,S3,LOW,1395
pooled,1,PLATFORM,VALIDATION,S2,HIGH_IMPACT,3238
pooled,1,PLATFORM,VALIDATION,S2,LOWER_IMPACT,17211
pooled,1,TPTP,TRAINING,S6,blocker,91
pooled,1,TPTP,TRAINING,S6,critical,79
pooled,1,TPTP,TRAINING,S6,major,259
pooled,1,TPTP,TRAINING,S6,normal,1370
pooled,1,TPTP,TRAINING,S6,minor,82
pooled,1,TPTP,TRAINING,S6,trivial,10
pooled,1,TPTP,TRAINING,S3,HIGH,429
pooled,1,TPTP,TRAINING,S3,MEDIUM,1370
pooled,1,TPTP,TRAINING,S3,LOW,92
pooled,1,TPTP,TRAINING,S2,HIGH_IMPACT,429
pooled,1,TPTP,TRAINING,S2,LOWER_IMPACT,1462
pooled,1,TPTP,VALIDATION,S6,blocker,110
pooled,1,TPTP,VALIDATION,S6,critical,198
pooled,1,TPTP,VALIDATION,S6,major,343
pooled,1,TPTP,VALIDATION,S6,normal,1192
pooled,1,TPTP,VALIDATION,S6,minor,32
pooled,1,TPTP,VALIDATION,S6,trivial,4
pooled,1,TPTP,VALIDATION,S3,HIGH,651
pooled,1,TPTP,VALIDATION,S3,MEDIUM,1192
pooled,1,TPTP,VALIDATION,S3,LOW,36
pooled,1,TPTP,VALIDATION,S2,HIGH_IMPACT,651
pooled,1,TPTP,VALIDATION,S2,LOWER_IMPACT,1228
pooled,2,BIRT,TRAINING,S6,blocker,326
pooled,2,BIRT,TRAINING,S6,critical,458
pooled,2,BIRT,TRAINING,S6,major,1359
pooled,2,BIRT,TRAINING,S6,normal,5956
pooled,2,BIRT,TRAINING,S6,minor,291
pooled,2,BIRT,TRAINING,S6,trivial,62
pooled,2,BIRT,TRAINING,S3,HIGH,2143
pooled,2,BIRT,TRAINING,S3,MEDIUM,5956
pooled,2,BIRT,TRAINING,S3,LOW,353
pooled,2,BIRT,TRAINING,S2,HIGH_IMPACT,2143
pooled,2,BIRT,TRAINING,S2,LOWER_IMPACT,6309
pooled,2,BIRT,VALIDATION,S6,blocker,92
pooled,2,BIRT,VALIDATION,S6,critical,201
pooled,2,BIRT,VALIDATION,S6,major,545
pooled,2,BIRT,VALIDATION,S6,normal,3265
pooled,2,BIRT,VALIDATION,S6,minor,88
pooled,2,BIRT,VALIDATION,S6,trivial,16
pooled,2,BIRT,VALIDATION,S3,HIGH,838
pooled,2,BIRT,VALIDATION,S3,MEDIUM,3265
pooled,2,BIRT,VALIDATION,S3,LOW,104
pooled,2,BIRT,VALIDATION,S2,HIGH_IMPACT,838
pooled,2,BIRT,VALIDATION,S2,LOWER_IMPACT,3369
pooled,2,MYLYN,TRAINING,S6,blocker,75
pooled,2,MYLYN,TRAINING,S6,critical,93
pooled,2,MYLYN,TRAINING,S6,major,273
pooled,2,MYLYN,TRAINING,S6,normal,2786
pooled,2,MYLYN,TRAINING,S6,minor,525
pooled,2,MYLYN,TRAINING,S6,trivial,117
pooled,2,MYLYN,TRAINING,S3,HIGH,441
pooled,2,MYLYN,TRAINING,S3,MEDIUM,2786
pooled,2,MYLYN,TRAINING,S3,LOW,642
pooled,2,MYLYN,TRAINING,S2,HIGH_IMPACT,441
pooled,2,MYLYN,TRAINING,S2,LOWER_IMPACT,3428
pooled,2,MYLYN,VALIDATION,S6,blocker,19
pooled,2,MYLYN,VALIDATION,S6,critical,50
pooled,2,MYLYN,VALIDATION,S6,major,176
pooled,2,MYLYN,VALIDATION,S6,normal,1172
pooled,2,MYLYN,VALIDATION,S6,minor,287
pooled,2,MYLYN,VALIDATION,S6,trivial,173
pooled,2,MYLYN,VALIDATION,S3,HIGH,245
pooled,2,MYLYN,VALIDATION,S3,MEDIUM,1172
pooled,2,MYLYN,VALIDATION,S3,LOW,460
pooled,2,MYLYN,VALIDATION,S2,HIGH_IMPACT,245
pooled,2,MYLYN,VALIDATION,S2,LOWER_IMPACT,1632
pooled,2,CDT,TRAINING,S6,blocker,139
pooled,2,CDT,TRAINING,S6,critical,245
pooled,2,CDT,TRAINING,S6,major,985
pooled,2,CDT,TRAINING,S6,normal,6100
pooled,2,CDT,TRAINING,S6,minor,340
pooled,2,CDT,TRAINING,S6,trivial,73
pooled,2,CDT,TRAINING,S3,HIGH,1369
pooled,2,CDT,TRAINING,S3,MEDIUM,6100
pooled,2,CDT,TRAINING,S3,LOW,413
pooled,2,CDT,TRAINING,S2,HIGH_IMPACT,1369
pooled,2,CDT,TRAINING,S2,LOWER_IMPACT,6513
pooled,2,CDT,VALIDATION,S6,blocker,30
pooled,2,CDT,VALIDATION,S6,critical,71
pooled,2,CDT,VALIDATION,S6,major,294
pooled,2,CDT,VALIDATION,S6,normal,3126
pooled,2,CDT,VALIDATION,S6,minor,258
pooled,2,CDT,VALIDATION,S6,trivial,53
pooled,2,CDT,VALIDATION,S3,HIGH,395
pooled,2,CDT,VALIDATION,S3,MEDIUM,3126
pooled,2,CDT,VALIDATION,S3,LOW,311
pooled,2,CDT,VALIDATION,S2,HIGH_IMPACT,395
pooled,2,CDT,VALIDATION,S2,LOWER_IMPACT,3437
pooled,2,EQUINOX,TRAINING,S6,blocker,108
pooled,2,EQUINOX,TRAINING,S6,critical,172
pooled,2,EQUINOX,TRAINING,S6,major,368
pooled,2,EQUINOX,TRAINING,S6,normal,4459
pooled,2,EQUINOX,TRAINING,S6,minor,109
pooled,2,EQUINOX,TRAINING,S6,trivial,33
pooled,2,EQUINOX,TRAINING,S3,HIGH,648
pooled,2,EQUINOX,TRAINING,S3,MEDIUM,4459
pooled,2,EQUINOX,TRAINING,S3,LOW,142
pooled,2,EQUINOX,TRAINING,S2,HIGH_IMPACT,648
pooled,2,EQUINOX,TRAINING,S2,LOWER_IMPACT,4601
pooled,2,EQUINOX,VALIDATION,S6,blocker,40
pooled,2,EQUINOX,VALIDATION,S6,critical,75
pooled,2,EQUINOX,VALIDATION,S6,major,185
pooled,2,EQUINOX,VALIDATION,S6,normal,2084
pooled,2,EQUINOX,VALIDATION,S6,minor,89
pooled,2,EQUINOX,VALIDATION,S6,trivial,24
pooled,2,EQUINOX,VALIDATION,S3,HIGH,300
pooled,2,EQUINOX,VALIDATION,S3,MEDIUM,2084
pooled,2,EQUINOX,VALIDATION,S3,LOW,113
pooled,2,EQUINOX,VALIDATION,S2,HIGH_IMPACT,300
pooled,2,EQUINOX,VALIDATION,S2,LOWER_IMPACT,2197
pooled,2,JDT,TRAINING,S6,blocker,174
pooled,2,JDT,TRAINING,S6,critical,737
pooled,2,JDT,TRAINING,S6,major,1811
pooled,2,JDT,TRAINING,S6,normal,16960
pooled,2,JDT,TRAINING,S6,minor,1219
pooled,2,JDT,TRAINING,S6,trivial,329
pooled,2,JDT,TRAINING,S3,HIGH,2722
pooled,2,JDT,TRAINING,S3,MEDIUM,16960
pooled,2,JDT,TRAINING,S3,LOW,1548
pooled,2,JDT,TRAINING,S2,HIGH_IMPACT,2722
pooled,2,JDT,TRAINING,S2,LOWER_IMPACT,18508
pooled,2,JDT,VALIDATION,S6,blocker,86
pooled,2,JDT,VALIDATION,S6,critical,222
pooled,2,JDT,VALIDATION,S6,major,842
pooled,2,JDT,VALIDATION,S6,normal,7794
pooled,2,JDT,VALIDATION,S6,minor,792
pooled,2,JDT,VALIDATION,S6,trivial,291
pooled,2,JDT,VALIDATION,S3,HIGH,1150
pooled,2,JDT,VALIDATION,S3,MEDIUM,7794
pooled,2,JDT,VALIDATION,S3,LOW,1083
pooled,2,JDT,VALIDATION,S2,HIGH_IMPACT,1150
pooled,2,JDT,VALIDATION,S2,LOWER_IMPACT,8877
pooled,2,PDE,TRAINING,S6,blocker,89
pooled,2,PDE,TRAINING,S6,critical,246
pooled,2,PDE,TRAINING,S6,major,542
pooled,2,PDE,TRAINING,S6,normal,5073
pooled,2,PDE,TRAINING,S6,minor,218
pooled,2,PDE,TRAINING,S6,trivial,69
pooled,2,PDE,TRAINING,S3,HIGH,877
pooled,2,PDE,TRAINING,S3,MEDIUM,5073
pooled,2,PDE,TRAINING,S3,LOW,287
pooled,2,PDE,TRAINING,S2,HIGH_IMPACT,877
pooled,2,PDE,TRAINING,S2,LOWER_IMPACT,5360
pooled,2,PDE,VALIDATION,S6,blocker,25
pooled,2,PDE,VALIDATION,S6,critical,58
pooled,2,PDE,VALIDATION,S6,major,236
pooled,2,PDE,VALIDATION,S6,normal,2540
pooled,2,PDE,VALIDATION,S6,minor,119
pooled,2,PDE,VALIDATION,S6,trivial,47
pooled,2,PDE,VALIDATION,S3,HIGH,319
pooled,2,PDE,VALIDATION,S3,MEDIUM,2540
pooled,2,PDE,VALIDATION,S3,LOW,166
pooled,2,PDE,VALIDATION,S2,HIGH_IMPACT,319
pooled,2,PDE,VALIDATION,S2,LOWER_IMPACT,2706
pooled,2,PAPYRUS,TRAINING,S6,blocker,52
pooled,2,PAPYRUS,TRAINING,S6,critical,185
pooled,2,PAPYRUS,TRAINING,S6,major,576
pooled,2,PAPYRUS,TRAINING,S6,normal,3337
pooled,2,PAPYRUS,TRAINING,S6,minor,171
pooled,2,PAPYRUS,TRAINING,S6,trivial,43
pooled,2,PAPYRUS,TRAINING,S3,HIGH,813
pooled,2,PAPYRUS,TRAINING,S3,MEDIUM,3337
pooled,2,PAPYRUS,TRAINING,S3,LOW,214
pooled,2,PAPYRUS,TRAINING,S2,HIGH_IMPACT,813
pooled,2,PAPYRUS,TRAINING,S2,LOWER_IMPACT,3551
pooled,2,PAPYRUS,VALIDATION,S6,blocker,28
pooled,2,PAPYRUS,VALIDATION,S6,critical,60
pooled,2,PAPYRUS,VALIDATION,S6,major,208
pooled,2,PAPYRUS,VALIDATION,S6,normal,1754
pooled,2,PAPYRUS,VALIDATION,S6,minor,77
pooled,2,PAPYRUS,VALIDATION,S6,trivial,38
pooled,2,PAPYRUS,VALIDATION,S3,HIGH,296
pooled,2,PAPYRUS,VALIDATION,S3,MEDIUM,1754
pooled,2,PAPYRUS,VALIDATION,S3,LOW,115
pooled,2,PAPYRUS,VALIDATION,S2,HIGH_IMPACT,296
pooled,2,PAPYRUS,VALIDATION,S2,LOWER_IMPACT,1869
pooled,2,PLATFORM,TRAINING,S6,blocker,697
pooled,2,PLATFORM,TRAINING,S6,critical,1884
pooled,2,PLATFORM,TRAINING,S6,major,4615
pooled,2,PLATFORM,TRAINING,S6,normal,33144
pooled,2,PLATFORM,TRAINING,S6,minor,1724
pooled,2,PLATFORM,TRAINING,S6,trivial,657
pooled,2,PLATFORM,TRAINING,S3,HIGH,7196
pooled,2,PLATFORM,TRAINING,S3,MEDIUM,33144
pooled,2,PLATFORM,TRAINING,S3,LOW,2381
pooled,2,PLATFORM,TRAINING,S2,HIGH_IMPACT,7196
pooled,2,PLATFORM,TRAINING,S2,LOWER_IMPACT,35525
pooled,2,PLATFORM,VALIDATION,S6,blocker,280
pooled,2,PLATFORM,VALIDATION,S6,critical,635
pooled,2,PLATFORM,VALIDATION,S6,major,2124
pooled,2,PLATFORM,VALIDATION,S6,normal,15768
pooled,2,PLATFORM,VALIDATION,S6,minor,958
pooled,2,PLATFORM,VALIDATION,S6,trivial,450
pooled,2,PLATFORM,VALIDATION,S3,HIGH,3039
pooled,2,PLATFORM,VALIDATION,S3,MEDIUM,15768
pooled,2,PLATFORM,VALIDATION,S3,LOW,1408
pooled,2,PLATFORM,VALIDATION,S2,HIGH_IMPACT,3039
pooled,2,PLATFORM,VALIDATION,S2,LOWER_IMPACT,17176
pooled,2,TPTP,TRAINING,S6,blocker,202
pooled,2,TPTP,TRAINING,S6,critical,280
pooled,2,TPTP,TRAINING,S6,major,607
pooled,2,TPTP,TRAINING,S6,normal,2566
pooled,2,TPTP,TRAINING,S6,minor,114
pooled,2,TPTP,TRAINING,S6,trivial,14
