accuracy,balanced_accuracy,class_weights,config_sha256,dtype,evaluation_seconds,final_epoch,fold,macro_f1,resolved_revision,run_id,status,steps,task,training_rows,training_seconds,validation_rows,weighted_f1
0.6535993583316623,0.6793209687588604,"{""HIGH_IMPACT"": 3.1022677454067193, ""LOWER_IMPACT"": 0.596070052914915}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,3,0.5713137353294176,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,49010e9cb5d1a2f43222,SUCCESS,29190,S2,155678,6297.638312583003,49870,0.7026152118432288
0.4749884252269662,0.510169127419156,"{""HIGH"": 1.9999807299495125, ""LOW"": 5.663992578039729, ""MEDIUM"": 0.43039607204024166}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,2,0.3942569238374356,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,497cb665fca83fc5df76,SUCCESS,19461,S3,103787,4541.804207499998,49677,0.5200931301378164
0.447906717605858,0.2794794983089755,"{""blocker"": 9.609444444444444, ""critical"": 3.5663917525773194, ""major"": 1.5135631781589078, ""minor"": 4.188135593220339, ""normal"": 0.21468288444830583, ""trivial"": 17.22808764940239}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,1,0.19544270335682004,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,58a8e1b93f2021507fed,SUCCESS,9732,S6,51891,3136.6767042499996,50256,0.518870592753696
0.4056404372244701,0.2786591739333725,"{""blocker"": 9.289921231650554, ""critical"": 4.022751937984496, ""major"": 1.5533255507662835, ""minor"": 3.671796504634543, ""normal"": 0.21519803602012083, ""trivial"": 12.382128370317346}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,2,0.17920949546997553,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,7dd466283fd1259d9ecd,SUCCESS,19461,S6,103787,4075.650727541999,49677,0.48620365731605236
0.46436246418338106,0.4945557910598835,"{""HIGH"": 1.9135966367961057, ""LOW"": 6.738215816127775, ""MEDIUM"": 0.42936576889661165}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,1,0.3814517149798234,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,8842152b57d820ad7fbe,SUCCESS,9732,S3,51891,2177.6786940839993,50256,0.5105853800339784
0.6487384590894619,0.6594665267898799,"{""HIGH_IMPACT"": 2.8703949551941585, ""LOWER_IMPACT"": 0.6054676561187342}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,1,0.5662795138598964,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,92c148692bd9ee356cce,SUCCESS,9732,S2,51891,2031.810167042,50256,0.6958100123170728
0.38768798877080407,0.2799991438030696,"{""blocker"": 9.937316481552406, ""critical"": 4.317193566278425, ""major"": 1.5753693584294677, ""minor"": 3.4407019405030277, ""normal"": 0.2152740326510519, ""trivial"": 10.300251422522164}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,3,0.1863761963517548,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,9bf7e6667b2ef98ea2fb,SUCCESS,29190,S6,155678,6038.830371457998,49870,0.4662129186415782
0.47718066974132745,0.523346820761311,"{""HIGH"": 2.068178496937813, ""LOW"": 5.158316766070246, ""MEDIUM"": 0.4305480653021038}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,3,0.40176934521941804,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,dce52821e22a2d6eae46,SUCCESS,29190,S3,155678,6062.316349084002,49870,0.5195235819060599
0.6663043259456086,0.6667338473552813,"{""HIGH_IMPACT"": 2.999971094924269, ""LOWER_IMPACT"": 0.6000011562163975}",1900a248c766b85e70ba38f94e243f6f03c55e91f7b96ef1492880ba6e8ce407,bfloat16,0.0,3,2,0.5726251748000208,1110a243fdf4706b3f48f1d95db1a4f5529b4d41,f78c8e66d066a9c867d0,SUCCESS,19461,S2,103787,3886.4248032500036,49677,0.7133130701635189
